case_id,swsd_segment_id,baseline_status,step2_reject_reason,failed_pair_nodes,failed_junc_nodes,group_audit_statuses,root_cause,current_relation_status,current_relation_reason,new_business_action,baseline_rcsd_road_count,resolved_rcsd_road_count,current_owner_types,current_owner_keys,connectivity_group_ids,segment_metric_effect,rcsd_road_metric_effect,closeout_status
609214532,991039_56002382,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,55,55,"[""multi_segment_connectivity"", ""single_segment""]","[""47166585_56002382"", ""47166585_74419912"", ""501147607_56002382"", ""949514_605214050"", ""949517_74419912"", ""949517_997091"", ""991039_56002382"", ""991039_981210"", ""997091_991039"", ""advance_right_23f029b932c1675a"", ""advance_right_a5727c8548634ebc"", ""advance_right_a994595de69e1666"", ""advance_right_df7f168530ab5722"", ""advance_right_e35dbd9121d55c85"", ""connectivity_dbabae0ede86c707""]","[""connectivity_dbabae0ede86c707""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
609214532,991203_26076530,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,14,14,"[""multi_segment_connectivity"", ""single_segment""]","[""26076529_26076530"", ""987607_991203"", ""996973_997031"", ""996975_996973"", ""997031_520867977"", ""connectivity_1866b4f333d844ff"", ""connectivity_3720d6d927614ef9""]","[""connectivity_1866b4f333d844ff"", ""connectivity_3720d6d927614ef9""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
609214532,994015_613179657,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,39,39,"[""multi_segment_connectivity"", ""single_segment""]","[""952968_994015"", ""993998_13439133"", ""994015_520238593"", ""994025_520238593"", ""994025_60262814"", ""connectivity_55221b54892f02be""]","[""connectivity_55221b54892f02be""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
609214532,994139_600668345,replaced_outside_step2,required_semantic_nodes_not_connected_in_buffer,[],[],candidate_group_closure_ready,required_topology_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,8,8,"[""single_segment""]","[""508063032_600668345"", ""994139_508063032""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
609214532,996975_59549988,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,54,54,"[""multi_segment_connectivity"", ""reality_change"", ""single_segment""]","[""26076529_26076530"", ""520867977_604670245"", ""55196593_520049473"", ""984541_984542"", ""984541_984543"", ""984542_55196593"", ""987607_991203"", ""990907_996982"", ""991168_984543"", ""996973_997031"", ""996975_996973"", ""996975_996982"", ""996981_996982"", ""997031_520867977"", ""connectivity_1866b4f333d844ff"", ""connectivity_3720d6d927614ef9"", ""reality_change:5384377576849659""]","[""connectivity_1866b4f333d844ff"", ""connectivity_3720d6d927614ef9""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
706247,508943634_605669936,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,9,9,"[""single_segment""]","[""506670097_62397472"", ""704978_706428"", ""706428_506670097""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
706247,698353_699875,replaced_outside_step2,invalid_junc_relation_status,[],['506669108'],candidate_group_closure_ready,junc_anchor_incomplete,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,22,22,"[""single_segment""]","[""12833495_12833498"", ""698353_12833459"", ""698353_12833503"", ""698353_699875"", ""699870_699875"", ""699875_706303"", ""advance_right_450aa549e0426876"", ""advance_right_466f10c345167a94"", ""advance_right_5457e08611f61ef5"", ""advance_right_fe74bfebee736294""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
706247,699865_21708071,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,24,24,"[""single_segment""]","[""699865_21708071"", ""699865_706323"", ""699866_21708071"", ""706303_706342""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
706247,706317_706319,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],candidate_group_closure_ready,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,18,18,"[""single_segment""]","[""513633985_708001"", ""706303_706308"", ""706305_706307"", ""706308_706317"", ""708001_507670644"", ""708001_708003""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
706247,706454_74232898,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,16,16,"[""multi_segment_connectivity"", ""single_segment""]","[""612215407_707884"", ""706454_47062667"", ""706454_74232898"", ""707884_706454"", ""connectivity_b3f8baa1fa0628d3""]","[""connectivity_b3f8baa1fa0628d3""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
706247,707303_709564,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,30,30,"[""single_segment""]","[""707303_709564"", ""707910_709564""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
706247,708000_21708000,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,19,19,"[""multi_segment_connectivity"", ""single_segment""]","[""25957480_707278"", ""706303_706308"", ""706308_706314"", ""706308_708000"", ""advance_right_98ab9d092422dffe"", ""advance_right_dfe659b5b056f126"", ""connectivity_2bb09af433d308a0"", ""connectivity_780c86a322d22cbf""]","[""connectivity_2bb09af433d308a0"", ""connectivity_780c86a322d22cbf""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
706247,708800_609659080,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,25,25,"[""multi_segment_connectivity"", ""single_segment""]","[""609659080_706342"", ""706341_706342"", ""706341_706346"", ""74232757_600658657"", ""connectivity_2070755fc4294a4c""]","[""connectivity_2070755fc4294a4c""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
706247,708817_708818,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,16,16,"[""single_segment""]","[""55021840_704925_1"", ""704925_706314"", ""706314_708818"", ""708812_55021840"", ""708818_55021840"", ""advance_right_341282da979d0d13"", ""advance_right_4b32952463a6dd59"", ""advance_right_98ab9d092422dffe""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
706247,709605_603670026,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],candidate_group_closure_ready,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,11,11,"[""single_segment""]","[""704962_507670474"", ""704962_603670026"", ""704962_609669618""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
74155468,604689911_620861641,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,7,7,"[""single_segment""]","[""950757_501667982""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
74155468,948961_604689911,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,7,7,"[""single_segment""]","[""950757_501667982""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
991176,23612489_23612493,replaced_outside_step2,rcsd_not_bidirectional_for_swsd_dual,[],[],blocked_group_closure_incomplete,path_group_exceeds_1v1_or_directionality_unresolved,retained_swsd,retained_swsd_segment,retain_swsd_segment_connectivity_supplement_only,21,21,"[""multi_segment_connectivity"", ""single_segment""]","[""1049537_1049542"", ""1049537_978122"", ""23612484_23612492"", ""978122_978124"", ""978124_988092"", ""988086_978122"", ""988092_1049542"", ""connectivity_3e104fa557f3a1ff""]","[""connectivity_3e104fa557f3a1ff""]",remove_baseline_outside_step2_success,connectivity_supplement_counts_road_only,closed
991176,991164_991176,replaced_outside_step2,invalid_junc_relation_status,[],"['503668214', '508668432']",candidate_group_closure_ready,junc_anchor_incomplete,retained_swsd,retained_swsd_segment,retain_swsd_segment_assign_rcsd_roads_by_ownership,10,10,"[""single_segment""]","[""991145_991164"", ""991159_991164"", ""991164_991176"", ""991176_1013522"", ""991176_81524140""]",[],remove_baseline_outside_step2_success,ownership_only_no_outside_step2_segment_credit,closed
